 Location,Block,Floor,Area,18:4b:0d:23:60:78,44:1e:98:fb:55:d8,44:1e:98:3b:55:dc,44:1e:98:bb:55:d8,60:d0:2c:9f:63:98,60:d0:2c:df:63:98,44:1e:98:bb:55:dc,44:1e:98:3b:55:d8,18:4b:0d:a3:60:78,18:4b:0d:e3:60:78,44:1e:98:fb:55:dc,18:4b:0d:dc:30:98,18:4b:0d:1c:30:98,60:d0:2c:df:63:9c,18:4b:0d:a3:75:38,18:4b:0d:e3:75:38,18:4b:0d:9c:30:98,24:79:2a:34:ea:0d,18:4b:0d:dc:30:9c,58:b6:33:fa:1c:dc,24:79:2a:74:ea:0c,58:b6:33:3a:1c:dc,60:d0:2c:1f:63:98,58:b6:33:ba:1c:dc,60:d0:2c:9f:63:9c,18:4b:0d:1c:30:9c,18:4b:0d:9c:30:9c,60:d0:2c:1f:63:9c,24:79:2a:f4:ea:0c,24:79:2a:f4:ea:08,24:79:2a:74:ea:08,24:79:2a:34:ea:09,58:b6:33:3a:1c:d8,58:b6:33:ba:1c:d8,58:b6:33:fa:1c:d8,18:4b:0d:a3:75:3c,18:4b:0d:e3:75:3c,18:4b:0d:23:75:38,18:4b:0d:e3:60:7c,18:4b:0d:23:60:7c,18:4b:0d:a3:60:7c,18:4b:0d:23:75:3c,1c:b9:c4:3d:84:e8,1c:b9:c4:fd:84:e8,1c:b9:c4:bd:84:e8,1c:b9:c4:bd:84:ec,1c:b9:c4:3d:84:ec,1c:b9:c4:fd:84:ec,2c:c5:d3:e0:f8:b8,2c:c5:d3:a0:f8:b8,80:03:84:9a:69:68,5c:df:89:da:c4:08,5c:df:89:9a:c4:08,20:58:69:39:70:e8,d8:38:fc:b5:9b:58,d8:38:fc:b5:dc:e8,d8:38:fc:35:dd:28,d8:38:fc:75:dd:28,d8:38:fc:35:9b:58,d8:38:fc:75:9b:58,d8:38:fc:75:dd:2c,d8:38:fc:78:bc:38,20:58:69:79:70:e8,d8:38:fc:b5:d6:28,d8:38:fc:b5:dd:28,d8:38:fc:35:dc:e8,d8:38:fc:75:dc:e8,d8:38:fc:b5:dd:2c,d8:38:fc:35:d6:28,d8:38:fc:75:d6:28,20:58:69:b9:70:e8,d8:38:fc:b8:bc:38,5c:df:89:1a:c4:08,80:03:84:da:69:68,24:79:2a:f4:ea:38,24:79:2a:b4:ea:38,Time
 LAB_0_12PM_I_14,14,0,9.0,-71,-63,-80,-63,-67,-67,-80,-64,-71,-71,-79,-63,-64,-64,-110,-110,-63,-61,-82,-86,-60,-86,-68,-86,-63,-83,-81,-65,-59,-110,-110,-110,-76,-75,-75,-88,-87,-110,-87,-110,-87,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,12
 LAB_0_12PM_I_2,2,0,9.0,-110,-81,-85,-80,-70,-73,-83,-80,-90,-90,-84,-110,-110,-69,-110,-110,-77,-70,-85,-81,-70,-81,-70,-81,-64,-85,-84,-66,-69,-110,-110,-110,-110,-81,-81,-91,-91,-110,-88,-110,-89,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,12
 LAB_0_12PM_J_1,1,0,10.0,-110,-83,-110,-83,-59,-59,-88,-83,-110,-110,-88,-82,-82,-66,-110,-110,-81,-70,-110,-87,-69,-87,-60,-87,-63,-110,-110,-65,-69,-67,-67,-67,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,12
 LAB_0_12PM_J_13,13,0,10.0,-110,-110,-110,-110,-64,-64,-110,-110,-110,-110,-110,-70,-71,-69,-73,-74,-70,-66,-110,-110,-68,-110,-65,-110,-68,-110,-110,-70,-66,-110,-110,-110,-110,-110,-110,-110,-110,-74,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,12
 LAB_0_12PM_J_14,14,0,10.0,-67,-65,-75,-65,-64,-65,-73,-65,-67,-67,-74,-67,-66,-69,-77,-77,-66,-51,-83,-87,-55,-86,-65,-87,-68,-84,-84,-70,-54,-49,-49,-49,-72,-71,-71,-85,-87,-77,-83,-82,-82,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,12
 LAB_0_12PM_J_2,2,0,10.0,-110,-81,-110,-81,-62,-62,-110,-82,-88,-89,-110,-110,-110,-65,-110,-110,-110,-71,-110,-83,-71,-83,-63,-84,-67,-110,-110,-68,-71,-110,-110,-110,-110,-81,-81,-91,-91,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,12
 LAB_0_12PM_K_1,1,0,11.0,-110,-83,-110,-83,-69,-70,-88,-83,-110,-110,-88,-82,-82,-71,-110,-110,-81,-71,-110,-86,-71,-87,-70,-86,-67,-110,-92,-69,-71,-67,-67,-67,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,12
 LAB_0_12PM_K_13,13,0,11.0,-74,-72,-110,-71,-71,-70,-110,-72,-73,-73,-110,-63,-64,-70,-73,-73,-64,-52,-110,-110,-53,-110,-71,-110,-70,-110,-110,-72,-52,-110,-110,-110,-110,-110,-78,-110,-110,-74,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,12
 LAB_0_12PM_K_14,14,0,11.0,-76,-71,-79,-71,-65,-66,-78,-73,-75,-75,-78,-71,-72,-68,-77,-78,-71,-49,-88,-89,-48,-110,-67,-88,-67,-84,-87,-69,-48,-49,-49,-49,-75,-75,-76,-85,-87,-78,-84,-82,-84,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,12
 LAB_0_12PM_K_2,2,0,11.0,-110,-83,-110,-81,-66,-66,-110,-82,-88,-90,-110,-110,-110,-69,-110,-110,-110,-62,-110,-82,-63,-82,-68,-82,-69,-110,-110,-71,-62,-63,-64,-63,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,12
 LAB_0_12PM_L_1,1,0,12.0,-110,-110,-110,-110,-64,-69,-110,-110,-110,-110,-110,-85,-110,-62,-110,-110,-85,-72,-110,-88,-73,-87,-69,-88,-65,-110,-92,-66,-72,-110,-110,-110,-87,-87,-85,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,12
 LAB_0_12PM_L_13,13,0,12.0,-74,-72,-110,-71,-71,-70,-110,-72,-73,-73,-110,-63,-64,-70,-73,-73,-64,-52,-110,-110,-53,-110,-71,-110,-70,-110,-110,-72,-52,-110,-110,-110,-110,-110,-78,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,12
 LAB_0_12PM_L_14,14,0,12.0,-71,-75,-81,-75,-66,-66,-80,-76,-71,-71,-81,-68,-69,-64,-77,-75,-67,-52,-88,-89,-55,-110,-67,-89,-64,-110,-87,-66,-53,-47,-48,-50,-75,-72,-75,-86,-87,-78,-84,-110,-84,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,12
 LAB_0_12PM_L_2,2,0,12.0,-110,-83,-110,-110,-61,-61,-110,-110,-110,-90,-110,-110,-110,-59,-110,-110,-110,-67,-110,-87,-67,-88,-63,-88,-59,-110,-110,-61,-67,-60,-60,-61,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,12
 LAB_0_12PM_M_1,1,0,13.0,-110,-110,-110,-110,-64,-69,-110,-110,-110,-110,-110,-85,-110,-62,-110,-110,-85,-72,-110,-88,-73,-110,-69,-88,-65,-110,-110,-66,-72,-110,-110,-110,-87,-87,-85,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,12
 LAB_0_12PM_M_13,13,0,13.0,-74,-72,-110,-79,-68,-70,-110,-72,-73,-73,-110,-75,-64,-68,-73,-73,-75,-54,-110,-110,-55,-110,-71,-110,-69,-110,-110,-72,-53,-110,-110,-110,-79,-78,-79,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,12
 LAB_0_12PM_M_14,14,0,13.0,-71,-75,-81,-75,-66,-66,-80,-76,-71,-71,-81,-68,-69,-64,-77,-75,-67,-52,-110,-89,-55,-110,-67,-89,-64,-110,-110,-66,-53,-47,-48,-50,-110,-72,-75,-86,-87,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,12
 LAB_0_12PM_M_2,2,0,13.0,-110,-110,-110,-110,-61,-61,-110,-110,-110,-110,-110,-110,-110,-59,-110,-110,-110,-67,-110,-87,-67,-88,-63,-88,-59,-110,-110,-61,-67,-60,-60,-61,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,12
 LAB_0_12PM_N_1,1,0,14.0,-110,-110,-110,-110,-67,-68,-110,-110,-110,-110,-110,-85,-110,-63,-83,-83,-85,-66,-89,-87,-66,-87,-68,-86,-61,-110,-91,-63,-66,-110,-110,-110,-87,-87,-87,-88,-89,-110,-110,-110,-110,-89,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,12
 LAB_0_12PM_N_13,13,0,14.0,-110,-110,-110,-79,-68,-110,-110,-110,-73,-110,-110,-75,-110,-68,-110,-110,-75,-54,-110,-110,-55,-110,-110,-110,-69,-110,-110,-110,-53,-110,-110,-110,-79,-78,-79,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,12
 LAB_0_12PM_N_14,14,0,14.0,-71,-75,-81,-75,-66,-66,-80,-76,-71,-71,-81,-68,-69,-64,-77,-75,-67,-52,-110,-89,-55,-110,-67,-89,-64,-110,-110,-66,-53,-47,-48,-50,-110,-72,-75,-86,-87,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,12
 LAB_0_12PM_N_2,2,0,14.0,-110,-110,-110,-110,-61,-61,-110,-110,-110,-110,-110,-110,-110,-59,-110,-110,-110,-67,-110,-87,-67,-88,-63,-88,-59,-110,-110,-61,-67,-60,-60,-61,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,12
 LAB_0_12PM_O_1,1,0,15.0,-110,-110,-110,-110,-67,-68,-110,-110,-110,-110,-110,-110,-110,-63,-83,-83,-110,-66,-89,-87,-66,-87,-68,-86,-61,-110,-91,-63,-66,-110,-110,-110,-110,-87,-87,-88,-89,-110,-110,-110,-110,-89,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,12
 LAB_0_12PM_O_13,13,0,15.0,-110,-76,-110,-76,-69,-70,-110,-76,-73,-110,-110,-71,-71,-70,-110,-110,-71,-70,-110,-110,-70,-110,-71,-110,-70,-110,-110,-71,-70,-63,-63,-63,-79,-78,-79,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,12
 LAB_0_12PM_O_14,14,0,15.0,-73,-74,-79,-74,-65,-65,-78,-75,-72,-72,-79,-68,-69,-67,-77,-75,-74,-66,-110,-87,-64,-110,-66,-88,-66,-110,-110,-68,-65,-59,-59,-59,-110,-72,-75,-86,-87,-110,-77,-78,-77,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,12
 LAB_0_12PM_O_2,2,0,15.0,-110,-110,-110,-110,-63,-67,-90,-110,-110,-110,-89,-110,-110,-58,-110,-110,-110,-65,-92,-88,-66,-88,-68,-88,-60,-110,-92,-61,-65,-60,-60,-61,-110,-110,-110,-89,-89,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,12
 LAB_0_12PM_P_1,1,0,16.0,-110,-87,-110,-86,-74,-73,-110,-110,-110,-110,-110,-110,-110,-76,-110,-110,-110,-77,-110,-110,-77,-110,-75,-110,-76,-110,-110,-78,-77,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,12
 LAB_0_12PM_P_10,10,0,16.0,-79,-69,-110,-69,-110,-110,-110,-71,-78,-78,-110,-110,-110,-56,-71,-72,-75,-72,-110,-110,-72,-110,-110,-110,-56,-110,-110,-57,-71,-110,-110,-110,-77,-77,-77,-110,-110,-72,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,12
 LAB_0_12PM_P_11,11,0,16.0,-79,-69,-110,-69,-69,-70,-110,-71,-78,-78,-110,-71,-71,-56,-71,-72,-75,-72,-110,-110,-72,-110,-71,-110,-56,-110,-110,-57,-71,-63,-63,-63,-77,-77,-77,-110,-110,-72,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,12
 LAB_0_12PM_P_12,12,0,16.0,-110,-76,-110,-76,-69,-70,-110,-76,-110,-110,-110,-71,-71,-70,-110,-110,-71,-70,-110,-110,-70,-110,-71,-110,-70,-110,-110,-71,-70,-63,-63,-63,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,12
 LAB_0_12PM_P_2,2,0,16.0,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-59,-110,-110,-110,-67,-110,-110,-110,-110,-110,-110,-59,-110,-110,-60,-67,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,12
 LAB_0_12PM_P_3,3,0,16.0,-110,-85,-110,-85,-110,-110,-110,-110,-110,-110,-110,-78,-110,-59,-77,-110,-77,-67,-110,-110,-63,-110,-110,-110,-59,-110,-110,-60,-67,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,12
 LAB_0_12PM_P_4,4,0,16.0,-110,-85,-110,-85,-110,-110,-110,-110,-110,-110,-110,-78,-110,-64,-77,-110,-77,-62,-110,-110,-63,-110,-110,-110,-64,-110,-110,-110,-63,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,12
 LAB_0_12PM_P_5,5,0,16.0,-110,-85,-110,-85,-110,-110,-110,-110,-110,-110,-110,-78,-110,-64,-77,-110,-77,-62,-110,-110,-63,-110,-110,-110,-64,-110,-110,-62,-63,-62,-62,-62,-110,-79,-78,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,12
 LAB_0_12PM_P_6,6,0,16.0,-110,-80,-110,-79,-110,-110,-110,-110,-110,-110,-110,-81,-110,-60,-110,-110,-80,-66,-110,-110,-67,-110,-110,-110,-60,-110,-110,-62,-66,-62,-62,-62,-110,-79,-78,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,12
 LAB_0_12PM_P_7,7,0,16.0,-110,-80,-110,-79,-110,-110,-110,-77,-110,-110,-110,-81,-110,-60,-110,-110,-80,-66,-110,-110,-67,-110,-110,-110,-60,-110,-110,-62,-66,-62,-62,-62,-110,-79,-78,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,12
 LAB_0_12PM_P_8,8,0,16.0,-110,-76,-110,-77,-110,-110,-110,-77,-110,-110,-110,-79,-110,-54,-110,-110,-110,-66,-110,-110,-110,-110,-110,-110,-54,-110,-110,-55,-65,-59,-59,-59,-110,-110,-74,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,12
 LAB_0_12PM_P_9,9,0,16.0,-79,-76,-110,-77,-110,-110,-110,-77,-78,-78,-110,-79,-110,-54,-71,-72,-75,-66,-110,-110,-72,-110,-110,-110,-54,-110,-110,-55,-65,-59,-59,-59,-77,-77,-74,-110,-110,-72,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,12
 LAB_0_12PM_Q_1,1,0,17.0,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-56,-110,-110,-110,-63,-110,-91,-66,-110,-110,-91,-55,-110,-110,-57,-65,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,12
 LAB_0_12PM_Q_10,10,0,17.0,-77,-110,-79,-110,-53,-53,-84,-110,-76,-76,-85,-77,-77,-52,-110,-110,-77,-62,-110,-85,-62,-85,-53,-84,-51,-110,-110,-53,-61,-58,-58,-58,-110,-110,-110,-80,-80,-110,-82,-82,-82,-81,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,12
 LAB_0_12PM_Q_11,11,0,17.0,-67,-67,-79,-67,-57,-57,-78,-68,-66,-66,-80,-72,-72,-59,-70,-70,-72,-65,-86,-85,-65,-85,-59,-85,-58,-110,-88,-60,-65,-58,-58,-58,-110,-110,-110,-76,-76,-71,-82,-82,-82,-77,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,12
 LAB_0_12PM_Q_12,12,0,17.0,-66,-67,-82,-67,-61,-62,-81,-68,-66,-66,-81,-110,-110,-66,-70,-70,-74,-66,-86,-85,-67,-87,-62,-86,-66,-110,-88,-68,-66,-59,-59,-59,-110,-110,-110,-83,-84,-71,-86,-78,-85,-83,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,12
 LAB_0_12PM_Q_2,2,0,17.0,-110,-110,-110,-110,-110,-110,-86,-110,-85,-110,-87,-110,-110,-56,-78,-78,-110,-63,-110,-91,-66,-110,-110,-91,-55,-110,-110,-57,-65,-110,-110,-110,-110,-110,-110,-110,-110,-78,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,12
 LAB_0_12PM_Q_3,3,0,17.0,-110,-110,-110,-110,-48,-48,-86,-110,-85,-110,-87,-110,-110,-63,-78,-78,-110,-68,-110,-90,-63,-110,-48,-90,-62,-110,-110,-64,-61,-110,-110,-110,-110,-110,-110,-110,-110,-78,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,12
 LAB_0_12PM_Q_4,4,0,17.0,-110,-110,-110,-110,-48,-48,-110,-110,-110,-110,-110,-110,-80,-53,-81,-81,-110,-60,-110,-91,-61,-110,-48,-89,-53,-110,-110,-55,-61,-52,-110,-53,-72,-72,-72,-110,-87,-82,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,12
 LAB_0_12PM_Q_5,5,0,17.0,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-73,-80,-56,-75,-76,-70,-60,-110,-91,-62,-87,-110,-89,-57,-110,-110,-58,-61,-52,-54,-53,-72,-72,-72,-82,-87,-77,-110,-110,-110,-83,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,12
 LAB_0_12PM_Q_6,6,0,17.0,-66,-71,-79,-71,-110,-110,-78,-71,-66,-66,-79,-73,-73,-56,-69,-69,-70,-58,-87,-86,-61,-87,-110,-87,-56,-110,-88,-57,-60,-54,-54,-54,-74,-73,-73,-82,-81,-70,-81,-82,-81,-83,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,12
 LAB_0_12PM_Q_7,7,0,17.0,-66,-71,-79,-71,-110,-110,-78,-71,-66,-66,-79,-110,-110,-61,-110,-110,-110,-69,-87,-87,-68,-87,-110,-87,-61,-110,-88,-62,-68,-110,-110,-110,-110,-110,-110,-83,-83,-110,-81,-82,-81,-84,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,12
 LAB_0_12PM_Q_8,8,0,17.0,-66,-71,-79,-71,-110,-110,-78,-71,-66,-66,-79,-110,-110,-61,-110,-110,-110,-69,-87,-87,-68,-87,-110,-87,-61,-110,-88,-62,-68,-110,-110,-110,-110,-110,-110,-83,-83,-110,-81,-82,-81,-84,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,12
 LAB_0_12PM_Q_9,9,0,17.0,-66,-71,-79,-71,-53,-53,-78,-71,-66,-66,-79,-77,-77,-61,-110,-110,-77,-69,-87,-87,-68,-87,-53,-87,-61,-110,-88,-62,-68,-110,-110,-110,-110,-110,-110,-83,-83,-110,-81,-82,-81,-84,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,12
